X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
-8.574765	-11.723394	-0.407094	14.530323	-126.182613	91.605460	-27.076788	-26.805983	-18.498156
-9.190354	-12.454807	-0.126112	15.479042	-126.423471	90.466808	-26.880732	-26.650305	-18.498892
-9.387685	-13.254858	0.054061	16.242623	-125.307839	89.809301	-26.764101	-26.549374	-18.498491
-10.093360	-14.065633	0.191335	17.313421	-125.662850	89.366798	-26.666306	-26.465683	-18.498894
-10.674629	-14.676931	0.077655	18.148445	-126.028644	89.754839	-26.585224	-26.390102	-18.498484
-11.049988	-15.374026	0.302870	18.935539	-125.706463	89.083528	-26.552029	-26.348541	-18.498098
-11.652707	-16.141902	0.118408	19.908807	-125.825209	89.659231	-26.614511	-26.361334	-18.497343
-12.474206	-17.358065	-0.087503	21.375591	-125.702550	90.234547	-26.637955	-26.351980	-18.495485
-12.911767	-17.598294	-0.201183	21.827830	-126.267283	90.528093	-26.449078	-26.232891	-18.495182
-13.675354	-18.739385	-0.160430	23.199258	-126.120673	90.396221	-26.328968	-26.152294	-18.496237
-14.117205	-19.539435	0.045481	24.105747	-125.848040	89.891899	-26.236252	-26.087173	-18.496424
-14.850763	-20.669801	0.313594	25.453569	-125.696352	89.294084	-26.165873	-26.036102	-18.497309
-15.500670	-21.244636	-0.104663	26.298598	-126.115517	90.228025	-26.134195	-26.009888	-18.496933
-16.043331	-22.173381	0.386521	27.371457	-125.887248	89.190881	-26.110277	-25.990305	-18.496881
-16.755440	-23.063517	0.225653	28.508271	-125.998072	89.546479	-26.087204	-25.970621	-18.496223
-17.388188	-24.007276	-0.153995	29.643247	-125.915373	90.297651	-26.053776	-25.943073	-18.496555
-17.510448	-24.256085	0.193479	29.916732	-125.825486	89.629450	-26.042040	-25.932919	-18.496548
-18.074558	-25.208424	-0.010287	31.018614	-125.640701	90.019001	-26.020096	-25.914223	-18.496235
-18.938956	-25.834737	0.148436	32.033415	-126.244436	89.734502	-26.006729	-25.903944	-18.496504
-19.691818	-26.746322	-0.184024	33.213963	-126.362133	90.317453	-25.993368	-25.892603	-18.496510
-20.084336	-27.790892	-0.196894	34.289255	-125.855448	90.329002	-25.978926	-25.880270	-18.496017
-20.371753	-28.492276	-0.005997	35.025964	-125.564470	90.009810	-25.970894	-25.873091	-18.495859
-21.118181	-29.210820	0.077655	36.045188	-125.865329	89.876564	-25.961050	-25.865957	-18.495571
-21.873188	-30.351911	-0.252661	37.413082	-125.778511	90.386938	-25.948980	-25.854553	-18.495720
-22.647500	-31.066165	0.114118	38.445141	-126.092369	89.829927	-25.942652	-25.848587	-18.496092
-22.799788	-31.718216	-0.184024	39.062891	-125.709455	90.269920	-25.936110	-25.841728	-18.495634

19.401255	33.531997	0.064785	38.740259	59.946784	89.904185	-25.971367	-25.907194	-18.496294
18.933666	33.064407	-0.061764	38.101739	60.203261	90.092879	-25.978506	-25.915249	-18.496281
18.766363	32.832757	-0.070344	37.817605	60.248821	90.106575	-25.980406	-25.917181	-18.495893
18.839290	32.161401	0.054061	37.273013	59.639367	89.916899	-25.990303	-25.928549	-18.496340
18.736334	31.515784	-0.244082	36.665439	59.268247	90.381420	-26.000181	-25.939243	-18.496193
17.590954	31.149005	0.126987	35.773150	60.545034	89.796611	-26.020596	-25.962591	-18.495596
17.273508	30.220260	-0.083214	34.808693	60.248277	90.136971	-26.034569	-25.978825	-18.495872
16.546384	28.914012	0.075510	33.313790	60.219143	89.870132	-26.068827	-26.018650	-18.495966
16.177460	28.077498	0.178465	32.405061	60.050671	89.684452	-26.092421	-26.046003	-18.495981
15.557582	27.461910	-0.061764	31.562615	60.467799	90.112121	-26.108995	-26.064182	-18.496027
15.315208	26.220009	0.111973	30.365391	59.710636	89.788720	-26.140203	-26.101427	-18.496550
15.137180	25.520769	-0.327733	29.674085	59.326472	90.632811	-26.171837	-26.137621	-18.496313
14.440086	24.988832	0.015452	28.861013	59.978034	89.969324	-26.209387	-26.178537	-18.496630
14.015394	24.424722	-0.031736	28.160244	60.151934	90.064571	-26.263933	-26.240818	-18.496023
13.616441	23.508847	0.150581	27.167923	59.920363	89.682430	-26.382299	-26.377914	-18.495291
13.035172	22.588682	-0.038170	26.079986	60.012195	90.083858	-26.445061	-26.467365	-18.496317
11.956283	21.278143	0.343623	24.409633	60.668174	89.193401	-26.379864	-26.404005	-18.497622
11.074727	19.913983	-0.196894	22.787168	60.920331	90.495073	-26.437262	-26.478054	-18.497690
11.334260	19.401350	-0.025301	22.469501	59.706545	90.064516	-26.493231	-26.550108	-18.498156
10.924583	18.431852	0.326464	21.428632	59.344721	89.127069	-26.572348	-26.653557	-18.498703
10.474153	17.863452	-0.025301	20.707762	59.614968	90.070005	-26.627428	-26.726599	-18.498730
9.423148	16.492856	0.004728	18.995001	60.258630	89.985740	-26.790655	-26.937605	-18.498825
9.667668	16.271931	0.109828	18.927535	59.284116	89.667536	-26.877449	-27.063990	-18.499374
9.064949	15.418258	0.326464	17.888615	59.547196	88.954305	-27.016111	-27.255978	-18.499632
7.986061	14.590324	-0.136836	16.633503	61.305765	90.471351	-27.374340	-27.768511	-18.500154
7.460559	13.380596	0.021887	15.319947	60.857471	89.918144	-27.673590	-28.206694	-18.500334
6.999404	12.387504	0.099104	14.228554	60.531926	89.600925	-28.015051	-28.742182	-18.500748
6.660508	11.862002	0.129132	13.604637	60.685811	89.456153	-28.456976	-29.445639	-18.501520
6.469612	10.757375	-0.040315	12.553032	58.976805	90.184012	-28.955093	-30.306667	-18.501919
5.678141	10.060280	-0.203328	11.553868	60.559104	91.008360	-29.629333	-31.465759	-18.501972
5.873327	9.588401	0.047626	11.244362	58.510654	89.757321	-30.217022	-32.585842	-18.501877
5.274898	8.788351	0.084089	10.250206	59.027193	89.529959	-30.809992	-33.814350	-18.500587
4.597108	7.803838	0.251392	9.060711	59.498388	88.410109	-30.882984	-34.392578	-18.498774
3.880709	6.491155	-0.027446	7.562787	59.127091	90.207931	-28.969444	-32.074432	-18.496868
3.627610	5.950639	-0.038170	6.969298	58.632809	90.313807	-27.520958	-29.941914	-18.497292
3.256541	5.131284	-0.029591	6.077501	57.598973	90.278969	-26.380856	-27.665234	-18.498129
2.838284	4.427755	-0.128257	5.260924	57.339272	91.396957	-26.055254	-26.694489	-18.498205
1.647861	2.917740	0.152726	3.354397	60.543413	87.390411	-26.176622	-25.946043	-18.497555
1.094475	2.100531	-0.072489	2.369675	62.478376	91.752966	-26.941210	-26.041222	-18.497702
1.019403	1.602912	0.107683	1.902658	57.544890	86.755543	-27.398916	-26.210373	-18.497231
0.442423	0.845760	-0.123967	0.962505	62.385615	97.400017	-30.033794	-27.446447	-18.495966
0.215063	-0.158056	0.101248	0.285456	-36.313261	69.225532	-32.474464	-29.098434	-18.497313
-0.312584	-1.475029	0.137712	1.514062	-101.964947	84.781435	-35.776485	-32.288383	-18.498762
-1.050432	-1.897576	0.126987	2.172631	-118.967391	86.649229	-36.077030	-32.949089	-18.498781
-1.380748	-2.824175	0.039046	3.143876	-116.054145	89.288382	-34.646313	-32.276997	-18.499088
-2.187233	-3.617791	0.187045	4.231712	-121.156186	87.466659	-32.940525	-31.235985	-18.499119
-2.646243	-4.368508	0.013307	5.107509	-121.205565	89.850719	-31.326242	-30.080641	-18.499710
-3.229657	-5.305833	-0.051040	6.211695	-121.328851	90.470790	-29.841284	-28.962877	-18.499763
-4.184141	-7.000309	-0.040315	8.155550	-120.867100	90.283232	-28.359741	-27.828197	-18.498550
-3.973940	-7.570854	-0.031736	8.550500	-117.694973	90.212658	-27.963142	-27.515471	-18.498547
-4.776135	-8.145689	-0.276255	9.446695	-120.384758	91.675772	-27.598772	-27.230040	-18.497709
-5.258739	-8.928580	-0.370631	10.368764	-120.497158	92.048472	-27.384251	-27.056780	-18.497646
-5.308072	-9.539879	-0.098228	10.917627	-119.091946	90.515507	-27.133709	-26.857185	-18.497402
-6.258266	-10.151177	-0.063909	11.925451	-121.654098	90.307054	-27.675957	-27.292103	-18.498222
-6.826666	-11.536787	-0.117532	13.405769	-120.614088	90.502334	-27.152000	-26.869598	-18.497448
-7.485153	-12.242462	0.041191	14.349463	-121.441996	89.835528	-27.018757	-26.762812	-18.497643
-8.002075	-12.941701	0.163451	15.216687	-121.729211	89.384543	-26.863651	-26.636980	-18.496962
-7.819758	-14.129980	0.062640	16.149578	-118.960848	89.777763	-26.721773	-26.512960	-18.496916
-8.334536	-14.676931	0.305015	16.881049	-119.590787	88.964697	-26.628094	-26.426756	-18.496742
-9.160325	-15.751529	-0.061764	18.221582	-120.180205	90.194212	-26.621357	-26.388393	-18.495489
-9.765189	-17.038473	-0.093938	19.638669	-119.818135	90.274065	-26.698534	-26.398788	-18.493298
-10.279966	-17.669076	-0.057475	20.442046	-120.191082	90.161092	-26.540075	-26.298038	-18.492718
-10.438690	-18.404779	0.300725	21.161110	-119.560727	89.185731	-26.364706	-26.180120	-18.494186
-11.270913	-19.387147	0.148436	22.425810	-120.172010	89.620756	-26.264145	-26.112146	-18.494202
-11.427492	-20.210791	-0.083214	23.217893	-119.484485	90.205350	-26.203169	-26.066982	-18.495092
-12.206093	-20.622613	0.122698	23.964472	-120.620401	89.706646	-26.165865	-26.037722	-18.495192
-12.167484	-21.725095	-0.256951	24.901676	-119.251700	90.591224	-26.123623	-26.003237	-18.495499
-12.888173	-22.441494	-0.256951	25.880334	-119.868796	90.568866	-26.100605	-25.983450	-18.495729
-13.302140	-23.275863	0.011162	26.808820	-119.747938	89.976144	-26.071575	-25.959747	-18.495070
-14.323116	-24.260375	-0.001707	28.172991	-120.557235	90.003472	-26.052097	-25.943399	-18.495663
-14.599809	-25.204134	0.030467	29.127371	-120.082103	89.940070	-26.032616	-25.926912	-18.495644
-15.110297	-26.130734	0.024032	30.185044	-120.038977	89.954384	-26.008661	-25.907160	-18.494833
-15.710871	-26.789220	-0.145416	31.056641	-120.390020	90.268276	-25.996246	-25.897371	-18.494652
-15.625074	-27.522778	-0.048895	31.648834	-119.584196	90.088518	-25.984846	-25.887407	-18.494535
-16.897004	-28.556624	0.144147	33.181475	-120.612877	89.751095	-25.972427	-25.875982	-18.494131
-17.220885	-29.463919	-0.070344	34.127502	-120.305162	90.118099	-25.959091	-25.864729	-18.494204
-17.529752	-30.403388	-0.248371	35.095867	-119.966558	90.405482	-25.954763	-25.861168	-18.494116
-17.581230	-31.355727	-0.087503	35.948420	-119.279451	90.139466	-25.945583	-25.853836	-18.494301
-18.295484	-31.917693	0.292145	36.790613	-119.821689	89.545024	-25.939659	-25.848431	-18.494070
-19.440864	-33.090957	0.069075	38.379205	-120.434141	89.896879	-25.929079	-25.839314	-18.494507
-19.940627	-34.386481	0.073365	39.750019	-120.109330	89.894252	-25.917334	-25.827999	-18.494335

15.634799	35.052736	0.122698	38.381718	65.961385	89.816838	-25.954151	-25.886753	-18.494560
15.845000	35.168561	0.056205	38.573240	65.746319	89.916514	-25.955353	-25.887743	-18.494333
15.353816	35.050591	-0.119677	38.266146	66.344308	90.179192	-25.959332	-25.892096	-18.494465
14.920545	34.445727	-0.033881	37.538406	66.579622	90.051713	-25.966042	-25.899868	-18.494507
14.697474	33.077276	-0.087503	36.195713	66.042628	90.138513	-25.984926	-25.921642	-18.493719
14.285652	32.502441	0.139857	35.503635	66.273286	89.774298	-25.993839	-25.931166	-18.494375
14.212726	31.509349	-0.003852	34.566468	65.721590	90.006385	-26.011391	-25.950621	-18.494570
13.991800	30.827269	-0.044605	33.853995	65.587777	90.075492	-26.027851	-25.969028	-18.494576
13.416965	30.123739	-0.091793	32.976705	65.992044	90.159487	-26.042936	-25.988285	-18.494898
13.127403	29.428790	-0.201183	32.224569	65.959617	90.357709	-26.061193	-26.008215	-18.495296
12.685552	28.075353	-0.059620	30.808315	65.684671	90.110878	-26.087206	-26.037432	-18.495096
11.741793	26.955712	0.096959	29.402202	66.462265	89.811057	-26.124414	-26.080982	-18.494904
11.407187	25.994794	0.015452	28.387558	66.306892	89.968812	-26.165390	-26.128258	-18.494600
11.347130	25.404944	0.337188	27.825928	65.932051	89.305686	-26.194351	-26.159769	-18.495050
10.913859	24.446171	-0.280545	26.773238	65.941889	90.600388	-26.263468	-26.238626	-18.494253
10.227488	23.412326	-0.027446	25.548763	66.402271	90.061550	-26.470636	-26.475246	-18.493151
10.339024	21.816515	0.142002	24.142823	64.643347	89.662999	-26.445005	-26.476498	-18.495523
9.693407	21.728574	-0.119677	23.793011	65.957712	90.288194	-26.432936	-26.464531	-18.495939
9.245121	20.555310	-0.121822	22.539030	65.783309	90.309681	-26.469847	-26.512472	-18.496178
9.264425	19.993344	0.165596	22.036125	65.138151	89.569433	-26.520357	-26.576712	-18.496359
8.848313	19.268366	0.465883	21.208008	65.334726	88.741265	-26.588808	-26.673662	-18.496443
8.224145	18.185188	0.341478	19.961318	65.665415	89.019794	-26.706396	-26.814129	-18.496304
7.743686	17.026938	0.043336	18.705164	65.544420	89.867257	-26.820526	-26.972601	-18.496618
7.224619	16.602246	-0.104663	18.106371	66.483294	90.331196	-26.955687	-27.154856	-18.496466
6.705551	15.362490	0.062640	16.762292	66.419281	89.785887	-27.149818	-27.421329	-18.497465
6.679812	14.315776	-0.226922	15.799140	64.986008	90.822965	-27.604500	-28.077579	-18.498201
6.175759	13.659434	0.079799	14.990881	65.671128	89.695002	-27.902224	-28.516714	-18.498425
5.639533	12.649183	0.000438	13.849410	65.970696	89.998189	-28.463953	-29.373522	-18.498621
4.715078	11.518817	0.169886	12.447649	67.738900	89.218003	-29.565678	-31.197268	-18.499353
4.929568	10.926823	-0.177589	11.988646	65.717779	90.848761	-30.141571	-32.212845	-18.499458
4.127373	9.787877	0.075510	10.622780	67.135715	89.592723	-31.069710	-33.973679	-18.498835
4.000824	9.165854	0.021887	10.000998	66.419107	89.874609	-31.671511	-35.227570	-18.498356
3.947201	7.793114	-0.190459	8.737808	63.137851	91.248981	-31.444647	-35.247810	-18.496532
3.099963	7.357698	-0.031736	7.984140	67.153218	90.227743	-30.111561	-33.561863	-18.495464
2.718169	6.055739	-0.023156	6.637843	65.826672	90.199877	-27.656210	-30.058582	-18.496241
2.640953	5.373659	0.159161	5.989672	63.827605	88.477325	-26.666349	-28.058821	-18.497314
1.343284	4.151062	-0.224777	4.368781	72.068413	92.949217	-26.001118	-26.321972	-18.497364
1.197430	3.037855	-0.021011	3.265401	68.487144	90.368672	-26.100731	-25.972883	-18.497086
0.967925	2.844813	-0.087503	3.006244	71.209532	91.667955	-26.318823	-25.914158	-18.497879
0.744855	1.178221	-0.044605	1.394634	57.699486	91.832829	-27.863808	-26.424761	-18.496979
0.365207	0.635559	-0.008142	0.733061	60.117367	90.636370	-29.294199	-27.069210	-18.496336
0.354482	-0.213824	-0.166865	0.446343	-31.098404	111.953195	-32.000587	-28.733170	-18.497877
-0.810202	-1.530797	0.062640	1.733116	-117.890860	87.928702	-36.143932	-32.722080	-18.498810
-1.099765	-2.302963	0.253537	2.564645	-115.526501	84.326559	-36.055874	-33.046444	-18.498825
-1.344284	-3.272461	0.217073	3.544464	-112.332218	86.488839	-34.089317	-31.881014	-18.499414
-1.856917	-4.066077	0.099104	4.471123	-114.545479	88.729920	-32.358498	-30.793219	-18.499247
-2.120741	-4.975517	-0.113242	5.409818	-113.085410	91.199444	-30.798622	-29.647764	-18.499651
-2.180798	-5.548207	0.210639	5.965136	-111.457980	87.976371	-29.815025	-28.913364	-18.499262
-2.614069	-6.444778	0.092669	6.955366	-112.077987	89.236605	-28.854109	-28.204496	-18.499289
-2.912211	-7.390682	0.039046	7.943846	-111.506335	89.718374	-28.244215	-27.729012	-18.499079
-4.141243	-8.838494	0.088379	9.760978	-115.105260	89.481218	-27.523355	-27.165556	-18.498394
-3.931042	-9.533444	-0.003852	10.312113	-112.408424	90.021402	-27.256899	-26.952562	-18.497675
-4.278517	-10.468624	-0.053185	11.309315	-112.229790	90.269448	-27.058041	-26.790834	-18.497438
-5.001351	-11.307282	0.054061	12.364104	-113.860398	89.749480	-26.853735	-26.621887	-18.497026
-5.314507	-12.027971	0.101248	13.150145	-113.838031	89.558851	-26.738737	-26.524757	-18.497099
-5.762792	-13.160482	0.191335	14.368182	-113.647945	89.236995	-26.691608	-26.460371	-18.496235
-6.277570	-13.784650	0.054061	15.146860	-114.484660	89.795506	-26.785448	-26.503582	-18.494793
-6.685102	-14.816350	-0.119677	16.255127	-114.284785	90.421839	-26.629055	-26.347578	-18.493778
-6.803072	-15.914542	-0.244082	17.309362	-113.145507	90.807962	-26.671333	-26.434521	-18.496321
-7.631006	-16.506537	-0.132546	18.185587	-114.811199	90.417606	-26.710022	-26.431051	-18.494688
-8.463230	-17.864263	-0.106807	19.767892	-115.349348	90.309575	-26.586876	-26.322847	-18.492615
-8.109321	-19.028947	-0.061764	20.684915	-113.081622	90.171083	-26.369169	-26.182547	-18.494011
-8.954414	-19.648825	-0.244082	21.594384	-114.499827	90.647628	-26.268318	-26.113867	-18.495064
-9.046645	-20.463890	-0.018866	22.374381	-113.849189	90.048312	-26.208279	-26.067457	-18.494917
-9.434873	-21.221042	0.148436	23.224373	-113.969926	89.633797	-26.156818	-26.028503	-18.494879
-9.812377	-21.845210	0.410115	23.951287	-114.188543	89.018883	-26.120350	-25.999786	-18.494722
-10.262807	-22.921953	0.422985	25.118122	-114.119413	89.035104	-26.084938	-25.969234	-18.494741
-10.603847	-23.889306	-0.119677	26.137231	-113.935201	90.262346	-26.053692	-25.943247	-18.494781
-11.125060	-24.472721	0.197769	26.883455	-114.446081	89.578497	-26.035057	-25.929081	-18.494614
-11.330971	-25.444364	-0.012432	27.853307	-114.004529	90.025572	-26.008080	-25.905354	-18.494534
-11.669866	-26.484643	0.122698	28.941962	-113.779616	89.757098	-25.985613	-25.886713	-18.494738
-12.180354	-27.501329	0.242812	30.078948	-113.888579	89.537475	-25.970222	-25.873388	-18.495171
-12.510670	-28.168395	0.178465	30.822187	-113.947851	89.668247	-25.957396	-25.862194	-18.494701
-12.926782	-29.920784	0.148436	32.594126	-113.365963	89.739069	-25.933157	-25.841433	-18.495140
-13.634601	-30.710110	-0.175444	33.601250	-113.940149	90.299164	-25.927343	-25.836590	-18.494936
-13.804048	-31.375031	-0.119677	34.277670	-113.748018	90.200043	-25.919554	-25.829008	-18.495005
-14.363869	-32.061401	0.266406	35.132964	-114.132917	89.565533	-25.913330	-25.823582	-18.494799
-14.842183	-33.157449	-0.134691	36.328019	-114.114598	90.212433	-25.907297	-25.818960	-18.494942
-15.444902	-34.386481	0.206349	37.696387	-114.187530	89.686363	-25.897457	-25.810083	-18.494848
-15.798812	-35.040677	0.311449	38.438893	-114.269214	89.535758	-25.895870	-25.807713	-18.494591
-16.302865	-36.248260	-0.014576	39.745691	-114.216109	90.021013	-25.890892	-25.804476	-18.493889

11.390028	36.363274	0.294290	38.106522	72.607936	89.557510	-25.923948	-25.852215	-18.493851
12.074253	36.918805	-0.059620	38.843137	71.889726	90.087942	-25.922058	-25.851324	-18.493902
11.726778	36.661416	-0.106807	38.491403	72.262239	90.158987	-25.928377	-25.858171	-18.493465
11.557331	35.874235	-0.104663	37.690099	72.143009	90.159106	-25.935801	-25.864931	-18.493977
11.158378	35.016272	-0.108952	36.751334	72.324862	90.169858	-25.945078	-25.875731	-18.493656
11.291362	33.770081	0.238523	35.608568	71.512129	89.616204	-25.962957	-25.896587	-18.493732
10.542790	32.476702	0.034756	34.145100	72.015209	89.941678	-25.978193	-25.913670	-18.493811
10.566384	31.676652	-0.033881	33.392513	71.552843	90.058133	-25.999619	-25.937822	-18.493660
10.229633	31.211207	0.105538	32.845030	71.853178	89.815896	-26.008570	-25.947138	-18.493628
9.869289	29.926408	0.122698	31.512027	71.748205	89.776908	-26.045238	-25.988903	-18.493359
